var_name,dc_logic,filtrage,repeat_permut,random_permut,load_general_exception_filters,accuracy,DP,OP,f1,precision,recall,confusion_matrix,Number_rules,Number_conditions,Average_conditions_per_rule,Std_conditions_per_rule,Number_correlation_POS,Number_correlation_NEG,fairnes_true,stat_parity,equal_odds
true_10_Model_4_sans_DC_logic_Filtrage_False_5_0,False,0,10,True,False,0.8535012285012281,0.6540948275862061,-0.09858722358722301,0.669438669438669,0.6427145708582831,0.6984815618221251,"[4592, 537]",274,1937,7.069343065693431,4.147676546733186,0,0,False,0.346096513671657,0.8540799990703991
true_10_Model_4_sans_DC_logic_Filtrage_False_5_0,False,0,10,True,False,0.8535012285012281,0.6540948275862061,-0.09858722358722301,0.669438669438669,0.6427145708582831,0.6984815618221251,"[417, 966]",274,1937,7.069343065693431,4.147676546733186,0,0,False,0.346096513671657,0.8540799990703991
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_True_5F_100,False,100,10,True,True,0.8327702702702701,1.0,0.0,0.466960352422907,0.317365269461077,0.8833333333333331,"[4946, 1026]",206,1665,8.08252427184466,4.329620875899242,71,39,True,0.52686155146831,0.505631245335976
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_True_5F_100,False,100,10,True,True,0.8327702702702701,1.0,0.0,0.466960352422907,0.317365269461077,0.8833333333333331,"[63, 477]",206,1665,8.08252427184466,4.329620875899242,71,39,True,0.52686155146831,0.505631245335976
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_True_5F_50,False,50,10,True,True,0.833230958230958,0.826625386996904,-0.017199017199017,0.467647058823529,0.317365269461077,0.8882681564245811,"[4949, 1026]",206,1665,8.08252427184466,4.329620875899242,71,39,True,0.5041048345829531,0.536613016788396
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_True_5F_50,False,50,10,True,True,0.833230958230958,0.826625386996904,-0.017199017199017,0.467647058823529,0.317365269461077,0.8882681564245811,"[60, 477]",206,1665,8.08252427184466,4.329620875899242,71,39,True,0.5041048345829531,0.536613016788396
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_False_5F_100,False,100,10,True,False,0.8573402948402941,1.0,0.0,0.658330268481059,0.595475715236194,0.7360197368421051,"[4688, 608]",274,1937,7.069343065693431,4.147676546733186,0,0,True,0.39810135356000403,0.72511628895002
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_False_5F_100,False,100,10,True,False,0.8573402948402941,1.0,0.0,0.658330268481059,0.595475715236194,0.7360197368421051,"[321, 895]",274,1937,7.069343065693431,4.147676546733186,0,0,True,0.39810135356000403,0.72511628895002
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_False_5F_50,False,50,10,True,False,0.8553439803439801,0.777706598334401,-0.05328624078624,0.659682080924855,0.6074517631403851,0.7217391304347821,"[4657, 590]",274,1937,7.069343065693431,4.147676546733186,0,0,True,0.39458781368141205,0.7215379293664581
true_10_Model_4_sans_DC_logic_Filtrage_Fairness_False_5F_50,False,50,10,True,False,0.8553439803439801,0.777706598334401,-0.05328624078624,0.659682080924855,0.6074517631403851,0.7217391304347821,"[352, 913]",274,1937,7.069343065693431,4.147676546733186,0,0,True,0.39458781368141205,0.7215379293664581
true_10_Model_4_avec_DC_logic_Filtrage_True_5_0,True,0,10,True,True,0.8390663390663391,0.630460448642266,-0.04806511056511,0.512104283054003,0.365934797072521,0.852713178294573,"[4914, 953]",205,1188,5.795121951219512,3.3461992432268293,71,40,False,0.38718764493565905,0.843759237272347
true_10_Model_4_avec_DC_logic_Filtrage_True_5_0,True,0,10,True,True,0.8390663390663391,0.630460448642266,-0.04806511056511,0.512104283054003,0.365934797072521,0.852713178294573,"[95, 550]",205,1188,5.795121951219512,3.3461992432268293,71,40,False,0.38718764493565905,0.843759237272347
true_10_Model_4_avec_DC_logic_Filtrage_False_5_0,True,0,10,True,False,0.8535012285012281,0.6540948275862061,-0.09858722358722301,0.669438669438669,0.6427145708582831,0.6984815618221251,"[4592, 537]",274,1462,5.335766423357664,3.00189082083051,0,0,False,0.346096513671657,0.8540799990703991
true_10_Model_4_avec_DC_logic_Filtrage_False_5_0,True,0,10,True,False,0.8535012285012281,0.6540948275862061,-0.09858722358722301,0.669438669438669,0.6427145708582831,0.6984815618221251,"[417, 966]",274,1462,5.335766423357664,3.00189082083051,0,0,False,0.346096513671657,0.8540799990703991
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_True_5F_100,True,100,10,True,True,0.831541769041769,1.0,0.0,0.46040334481062406,0.31137724550898205,0.8830188679245281,"[4947, 1035]",202,1184,5.861386138613861,3.324168035482667,71,49,True,0.536448911624118,0.49691781362619203
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_True_5F_100,True,100,10,True,True,0.831541769041769,1.0,0.0,0.46040334481062406,0.31137724550898205,0.8830188679245281,"[62, 468]",202,1184,5.861386138613861,3.324168035482667,71,49,True,0.536448911624118,0.49691781362619203
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_True_5F_50,True,50,10,True,True,0.8355343980343981,0.7092866756393,-0.033169533169533,0.492176386913229,0.345309381237524,0.8564356435643561,"[4922, 984]",201,1180,5.8706467661691555,3.32982662504188,71,50,True,0.44798232448131203,0.6539807856522011
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_True_5F_50,True,50,10,True,True,0.8355343980343981,0.7092866756393,-0.033169533169533,0.492176386913229,0.345309381237524,0.8564356435643561,"[87, 519]",201,1180,5.8706467661691555,3.32982662504188,71,50,True,0.44798232448131203,0.6539807856522011
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_False_5F_100,True,100,10,True,False,0.8570331695331691,1.0,0.0,0.6573426573426571,0.594145043246839,0.735584843492586,"[4688, 610]",274,1462,5.335766423357664,3.00189082083051,0,0,True,0.408934625567548,0.711320885396567
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_False_5F_100,True,100,10,True,False,0.8570331695331691,1.0,0.0,0.6573426573426571,0.594145043246839,0.735584843492586,"[321, 893]",274,1462,5.335766423357664,3.00189082083051,0,0,True,0.408934625567548,0.711320885396567
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_False_5F_50,True,50,10,True,False,0.8548832923832921,0.7755627009646301,-0.053593366093366006,0.660194174757281,0.610778443113772,0.7183098591549291,"[4649, 585]",274,1462,5.335766423357664,3.00189082083051,0,0,True,0.396612420440484,0.7164470081735891
true_10_Model_4_avec_DC_logic_Filtrage_Fairness_False_5F_50,True,50,10,True,False,0.8548832923832921,0.7755627009646301,-0.053593366093366006,0.660194174757281,0.610778443113772,0.7183098591549291,"[360, 918]",274,1462,5.335766423357664,3.00189082083051,0,0,True,0.396612420440484,0.7164470081735891
true_10_Model_5_sans_DC_logic_Filtrage_True_5_0,False,0,10,True,True,0.842444717444717,0.551394726786396,-0.18028255528255502,0.669458762886598,0.6522284996861261,0.6876240900066181,"[4447, 554]",259,2089,8.065637065637066,4.055543024966202,19,0,False,0.343741603358485,0.914990614251561
true_10_Model_5_sans_DC_logic_Filtrage_True_5_0,False,0,10,True,True,0.842444717444717,0.551394726786396,-0.18028255528255502,0.669458762886598,0.6522284996861261,0.6876240900066181,"[472, 1039]",259,2089,8.065637065637066,4.055543024966202,19,0,False,0.343741603358485,0.914990614251561
true_10_Model_5_sans_DC_logic_Filtrage_False_5_0,False,0,10,True,False,0.8436732186732181,0.555597579425113,-0.18043611793611702,0.674344209852847,0.6616446955430001,0.6875407697325501,"[4440, 539]",278,2156,7.755395683453237,4.080735098502967,0,0,False,0.358312610921238,0.867836749638859
true_10_Model_5_sans_DC_logic_Filtrage_False_5_0,False,0,10,True,False,0.8436732186732181,0.555597579425113,-0.18043611793611702,0.674344209852847,0.6616446955430001,0.6875407697325501,"[479, 1054]",278,2156,7.755395683453237,4.080735098502967,0,0,False,0.358312610921238,0.867836749638859
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_True_5F_100,False,100,10,True,True,0.8396805896805891,1.0,0.0,0.6828675577156741,0.7055869428750781,0.6615656268393171,"[4344, 469]",259,2089,8.065637065637066,4.055543024966202,20,0,True,0.417599531756205,0.7140931312891811
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_True_5F_100,False,100,10,True,True,0.8396805896805891,1.0,0.0,0.6828675577156741,0.7055869428750781,0.6615656268393171,"[575, 1124]",259,2089,8.065637065637066,4.055543024966202,20,0,True,0.417599531756205,0.7140931312891811
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_True_5F_50,False,50,10,True,True,0.8404484029484031,0.8077309236947791,-0.058814496314496006,0.674600689007203,0.6760828625235401,0.673125,"[4396, 516]",260,2093,8.05,4.055551750378732,18,0,True,0.39103662262048805,0.7913626010616881
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_True_5F_50,False,50,10,True,True,0.8404484029484031,0.8077309236947791,-0.058814496314496006,0.674600689007203,0.6760828625235401,0.673125,"[523, 1077]",260,2093,8.05,4.055551750378732,18,0,True,0.39103662262048805,0.7913626010616881
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_False_5F_100,False,100,10,True,False,0.8406019656019651,1.0,0.0,0.686025408348457,0.711864406779661,0.661996497373029,"[4340, 459]",278,2156,7.755395683453237,4.080735098502967,0,0,True,0.43092462746722204,0.69021274426761
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_False_5F_100,False,100,10,True,False,0.8406019656019651,1.0,0.0,0.686025408348457,0.711864406779661,0.661996497373029,"[579, 1134]",278,2156,7.755395683453237,4.080735098502967,0,0,True,0.43092462746722204,0.69021274426761
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_False_5F_50,False,50,10,True,False,0.8415233415233411,0.798024691358024,-0.06280712530712501,0.677298311444653,0.67984934086629,0.674766355140186,"[4397, 510]",278,2156,7.755395683453237,4.080735098502967,0,0,True,0.40296006749830104,0.7517267467199511
true_10_Model_5_sans_DC_logic_Filtrage_Fairness_False_5F_50,False,50,10,True,False,0.8415233415233411,0.798024691358024,-0.06280712530712501,0.677298311444653,0.67984934086629,0.674766355140186,"[522, 1083]",278,2156,7.755395683453237,4.080735098502967,0,0,True,0.40296006749830104,0.7517267467199511
true_10_Model_5_avec_DC_logic_Filtrage_True_5_0,True,0,10,True,True,0.842444717444717,0.551394726786396,-0.18028255528255502,0.669458762886598,0.6522284996861261,0.6876240900066181,"[4447, 554]",259,1400,5.405405405405405,3.173510310805577,19,0,False,0.343741603358485,0.914990614251561
true_10_Model_5_avec_DC_logic_Filtrage_True_5_0,True,0,10,True,True,0.842444717444717,0.551394726786396,-0.18028255528255502,0.669458762886598,0.6522284996861261,0.6876240900066181,"[472, 1039]",259,1400,5.405405405405405,3.173510310805577,19,0,False,0.343741603358485,0.914990614251561
true_10_Model_5_avec_DC_logic_Filtrage_False_5_0,True,0,10,True,False,0.8436732186732181,0.555597579425113,-0.18043611793611702,0.674344209852847,0.6616446955430001,0.6875407697325501,"[4440, 539]",278,1461,5.255395683453237,3.118099233354531,0,0,False,0.358312610921238,0.867836749638859
true_10_Model_5_avec_DC_logic_Filtrage_False_5_0,True,0,10,True,False,0.8436732186732181,0.555597579425113,-0.18043611793611702,0.674344209852847,0.6616446955430001,0.6875407697325501,"[479, 1054]",278,1461,5.255395683453237,3.118099233354531,0,0,False,0.358312610921238,0.867836749638859
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_True_5F_100,True,100,10,True,True,0.8389127764127761,1.0,0.0,0.6845112781954881,0.714375392341494,0.657043879907621,"[4325, 455]",260,1401,5.388461538461539,3.176697235407206,21,1,True,0.42273891814461806,0.701058118333546
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_True_5F_100,True,100,10,True,True,0.8389127764127761,1.0,0.0,0.6845112781954881,0.714375392341494,0.657043879907621,"[594, 1138]",260,1401,5.388461538461539,3.176697235407206,21,1,True,0.42273891814461806,0.701058118333546
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_True_5F_50,True,50,10,True,True,0.841369778869778,0.79395740465577,-0.06388206388206301,0.6762770291444681,0.6773383553044571,0.6752190237797241,"[4400, 514]",260,1401,5.388461538461539,3.176697235407206,20,1,True,0.34614614477564104,0.9151560794698851
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_True_5F_50,True,50,10,True,True,0.841369778869778,0.79395740465577,-0.06388206388206301,0.6762770291444681,0.6773383553044571,0.6752190237797241,"[519, 1079]",260,1401,5.388461538461539,3.176697235407206,20,1,True,0.34614614477564104,0.9151560794698851
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_False_5F_100,True,100,10,True,False,0.8395270270270271,1.0,0.0,0.6838124054462931,0.7093534212178281,0.660046728971962,"[4337, 463]",278,1461,5.255395683453237,3.118099233354531,0,0,True,0.44191363845623305,0.675687141209649
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_False_5F_100,True,100,10,True,False,0.8395270270270271,1.0,0.0,0.6838124054462931,0.7093534212178281,0.660046728971962,"[582, 1130]",278,1461,5.255395683453237,3.118099233354531,0,0,True,0.44191363845623305,0.675687141209649
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_False_5F_50,True,50,10,True,False,0.8425982800982801,0.7915422885572141,-0.06434275184275101,0.677774284816095,0.676710608913998,0.6788413098236771,"[4409, 515]",278,1461,5.255395683453237,3.118099233354531,0,0,True,0.36687825490192705,0.8458123029761211
true_10_Model_5_avec_DC_logic_Filtrage_Fairness_False_5F_50,True,50,10,True,False,0.8425982800982801,0.7915422885572141,-0.06434275184275101,0.677774284816095,0.676710608913998,0.6788413098236771,"[510, 1078]",278,1461,5.255395683453237,3.118099233354531,0,0,True,0.36687825490192705,0.8458123029761211
